run_id,trajectory_id,sample_id,step_order,state,input_box_id,input_slot_id,target_zone,target_box_id,target_slot_id,x_mm,y_mm,z_mm,gripper_action,scanner_action,category_status,pending_queue_action,operator_event,expected_result,notes
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,12,RETREAT_TO_SAFE_Z,input_box_1,B2,output_C,category_C_output_box,A2,118.000,2.000,200.000,open,off,available,none,,placed_output,retreat after place
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,1,MOVE_SAFE_ABOVE_INPUT,input_box_1,B3,output_D,category_D_output_box,A2,-344.000,299.000,200.000,open,off,available,none,,placed_output,move to input safe height
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,2,APPROACH_INPUT_SLOT,input_box_1,B3,output_D,category_D_output_box,A2,-344.000,299.000,130.000,open,off,available,none,,placed_output,approach input slot
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,3,PICK_TUBE,input_box_1,B3,output_D,category_D_output_box,A2,-344.000,299.000,55.000,close,off,available,none,,placed_output,pick tube
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,4,LIFT_TO_SAFE_Z,input_box_1,B3,output_D,category_D_output_box,A2,-344.000,299.000,200.000,hold,off,available,none,,placed_output,lift picked tube
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,5,MOVE_SAFE_ABOVE_SCAN,input_box_1,B3,output_D,category_D_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,move above scan station
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,6,APPROACH_SCAN_STATION,input_box_1,B3,output_D,category_D_output_box,A2,-140.000,60.000,75.000,hold,off,available,none,,placed_output,approach scan station
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,7,SCAN_BARCODE,input_box_1,B3,output_D,category_D_output_box,A2,-140.000,60.000,75.000,hold,scan,available,none,,placed_output,scan and classify
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,8,LIFT_TO_SAFE_Z_AFTER_SCAN,input_box_1,B3,output_D,category_D_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,lift after scan
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,9,MOVE_SAFE_ABOVE_TARGET,input_box_1,B3,output_D,category_D_output_box,A2,328.000,2.000,200.000,hold,off,available,none,,placed_output,move above target
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,10,APPROACH_TARGET_SLOT,input_box_1,B3,output_D,category_D_output_box,A2,328.000,2.000,130.000,hold,off,available,none,,placed_output,approach target slot
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,11,PLACE_TUBE,input_box_1,B3,output_D,category_D_output_box,A2,328.000,2.000,45.000,open,off,available,none,,placed_output,place tube
baseline_multi_box_run,baseline_multi_box_run_0009_MBOX-009,MBOX-009,12,RETREAT_TO_SAFE_Z,input_box_1,B3,output_D,category_D_output_box,A2,328.000,2.000,200.000,open,off,available,none,,placed_output,retreat after place
baseline_multi_box_run,baseline_multi_box_run_0010_MBOX-010,MBOX-010,1,MOVE_SAFE_ABOVE_INPUT,input_box_1,B4,output_A,category_A_output_box,A3,-316.000,299.000,200.000,open,off,available,none,,placed_output,move to input safe height
baseline_multi_box_run,baseline_multi_box_run_0010_MBOX-010,MBOX-010,2,APPROACH_INPUT_SLOT,input_box_1,B4,output_A,category_A_output_box,A3,-316.000,299.000,130.000,open,off,available,none,,placed_output,approach input slot
baseline_multi_box_run,baseline_multi_box_run_0010_MBOX-010,MBOX-010,3,PICK_TUBE,input_box_1,B4,output_A,category_A_output_box,A3,-316.000,299.000,55.000,close,off,available,none,,placed_output,pick tube
baseline_multi_box_run,baseline_multi_box_run_0010_MBOX-010,MBOX-010,4,LIFT_TO_SAFE_Z,input_box_1,B4,output_A,category_A_output_box,A3,-316.000,299.000,200.000,hold,off,available,none,,placed_output,lift picked tube
baseline_multi_box_run,baseline_multi_box_run_0010_MBOX-010,MBOX-010,5,MOVE_SAFE_ABOVE_SCAN,input_box_1,B4,output_A,category_A_output_box,A3,-140.000,60.000,200.000,hold,off,available,none,,placed_output,move above scan station
