scenario_id,task_id,tube_id,parameter_set_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,task_tracking_status,notes
manual_review_limited_capacity,TASK-7B1-069,TUBE-7B1-069,aggressive_pid,0.045,0.004,0.028,0.624,0.062,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
manual_review_limited_capacity,TASK-7B1-069,TUBE-7B1-069,balanced_pid,0.062,0.035,0.049,0.742,0.484,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
manual_review_limited_capacity,TASK-7B1-069,TUBE-7B1-069,conservative_pid,5.123,1.811,2.658,12.138,6.312,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-001,TUBE-7B1-001,aggressive_pid,0.021,0.022,0.027,0.304,0.321,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-001,TUBE-7B1-001,balanced_pid,0.069,0.068,0.047,0.844,0.891,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-001,TUBE-7B1-001,conservative_pid,5.091,4.247,2.516,9.231,8.337,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-002,TUBE-7B1-002,aggressive_pid,0.038,0.027,0.03,0.459,0.363,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-002,TUBE-7B1-002,balanced_pid,0.077,0.048,0.05,1.139,0.656,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-002,TUBE-7B1-002,conservative_pid,5.122,3.706,2.606,10.658,7.451,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-003,TUBE-7B1-003,aggressive_pid,0.032,0.03,0.028,0.328,0.314,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-003,TUBE-7B1-003,balanced_pid,0.098,0.083,0.048,0.91,0.872,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-003,TUBE-7B1-003,conservative_pid,4.82,3.631,2.583,10.384,8.165,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-004,TUBE-7B1-004,aggressive_pid,0.043,0.028,0.026,0.628,0.382,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-004,TUBE-7B1-004,balanced_pid,0.082,0.083,0.046,0.814,0.923,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-004,TUBE-7B1-004,conservative_pid,5.266,4.544,2.48,10.753,9.0,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-005,TUBE-7B1-005,aggressive_pid,0.048,0.036,0.027,0.606,0.519,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-005,TUBE-7B1-005,balanced_pid,0.068,0.072,0.048,0.722,0.865,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-005,TUBE-7B1-005,conservative_pid,4.917,3.874,2.558,11.794,9.386,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-006,TUBE-7B1-006,aggressive_pid,0.015,0.009,0.027,0.216,0.131,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-006,TUBE-7B1-006,balanced_pid,0.065,0.045,0.047,0.93,0.64,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-006,TUBE-7B1-006,conservative_pid,5.323,3.897,2.519,9.675,7.668,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-007,TUBE-7B1-007,aggressive_pid,0.031,0.023,0.027,0.452,0.345,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-007,TUBE-7B1-007,balanced_pid,0.087,0.051,0.047,1.169,0.625,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-007,TUBE-7B1-007,conservative_pid,5.59,3.795,2.502,10.957,7.238,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-008,TUBE-7B1-008,aggressive_pid,0.057,0.034,0.028,0.626,0.4,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-008,TUBE-7B1-008,balanced_pid,0.112,0.079,0.048,1.043,0.814,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-008,TUBE-7B1-008,conservative_pid,4.792,3.331,2.602,10.798,7.901,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-010,TUBE-7B1-010,aggressive_pid,0.035,0.018,0.027,0.521,0.261,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-010,TUBE-7B1-010,balanced_pid,0.107,0.068,0.047,1.062,0.722,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-010,TUBE-7B1-010,conservative_pid,5.54,3.55,2.522,10.304,7.513,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-011,TUBE-7B1-011,aggressive_pid,0.034,0.019,0.027,0.5,0.279,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-011,TUBE-7B1-011,balanced_pid,0.089,0.051,0.046,0.836,0.542,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-011,TUBE-7B1-011,conservative_pid,6.013,3.336,2.488,11.126,6.23,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-012,TUBE-7B1-012,aggressive_pid,0.025,0.016,0.028,0.361,0.228,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-012,TUBE-7B1-012,balanced_pid,0.055,0.039,0.048,0.676,0.498,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-012,TUBE-7B1-012,conservative_pid,5.285,2.762,2.589,10.883,6.632,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-013,TUBE-7B1-013,aggressive_pid,0.055,0.045,0.027,0.538,0.439,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-013,TUBE-7B1-013,balanced_pid,0.087,0.075,0.047,0.824,0.731,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-013,TUBE-7B1-013,conservative_pid,5.306,4.002,2.516,10.457,7.567,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-014,TUBE-7B1-014,aggressive_pid,0.0,0.0,0.027,0.0,0.0,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-014,TUBE-7B1-014,balanced_pid,0.059,0.031,0.048,0.73,0.444,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-014,TUBE-7B1-014,conservative_pid,5.206,3.034,2.586,12.053,7.916,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-015,TUBE-7B1-015,aggressive_pid,0.014,0.011,0.027,0.207,0.154,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-015,TUBE-7B1-015,balanced_pid,0.072,0.053,0.047,1.034,0.771,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-015,TUBE-7B1-015,conservative_pid,5.726,3.198,2.525,10.463,7.136,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-016,TUBE-7B1-016,aggressive_pid,0.033,0.017,0.027,0.494,0.247,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-016,TUBE-7B1-016,balanced_pid,0.078,0.041,0.047,1.007,0.504,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-016,TUBE-7B1-016,conservative_pid,5.99,3.045,2.508,11.125,5.681,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-017,TUBE-7B1-017,aggressive_pid,0.041,0.022,0.028,0.532,0.307,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-017,TUBE-7B1-017,balanced_pid,0.106,0.038,0.048,1.235,0.397,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-017,TUBE-7B1-017,conservative_pid,5.262,2.388,2.608,11.432,6.121,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-018,TUBE-7B1-018,aggressive_pid,0.058,0.02,0.027,0.709,0.292,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-018,TUBE-7B1-018,balanced_pid,0.089,0.024,0.048,1.182,0.348,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-018,TUBE-7B1-018,conservative_pid,5.659,2.441,2.57,12.233,6.503,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-019,TUBE-7B1-019,aggressive_pid,0.035,0.028,0.027,0.504,0.342,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-019,TUBE-7B1-019,balanced_pid,0.077,0.1,0.048,1.027,1.112,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-019,TUBE-7B1-019,conservative_pid,3.839,4.744,2.577,9.961,10.291,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-020,TUBE-7B1-020,aggressive_pid,0.04,0.018,0.027,0.585,0.258,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-020,TUBE-7B1-020,balanced_pid,0.05,0.078,0.047,0.697,1.011,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-020,TUBE-7B1-020,conservative_pid,4.773,4.535,2.525,11.384,10.511,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-021,TUBE-7B1-021,aggressive_pid,0.018,0.057,0.028,0.252,0.613,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-021,TUBE-7B1-021,balanced_pid,0.019,0.093,0.048,0.264,1.058,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-021,TUBE-7B1-021,conservative_pid,3.934,4.214,2.608,11.278,10.488,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-022,TUBE-7B1-022,aggressive_pid,0.0,0.0,0.027,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-022,TUBE-7B1-022,balanced_pid,0.022,0.043,0.047,0.282,0.629,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-022,TUBE-7B1-022,conservative_pid,4.843,4.058,2.555,12.192,10.381,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-023,TUBE-7B1-023,aggressive_pid,0.036,0.023,0.027,0.522,0.325,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-023,TUBE-7B1-023,balanced_pid,0.076,0.07,0.048,1.063,0.764,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-023,TUBE-7B1-023,conservative_pid,4.07,4.668,2.567,10.32,10.163,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-024,TUBE-7B1-024,aggressive_pid,0.017,0.007,0.027,0.255,0.106,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-024,TUBE-7B1-024,balanced_pid,0.087,0.087,0.047,1.273,0.982,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-024,TUBE-7B1-024,conservative_pid,4.908,4.228,2.54,11.778,10.214,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-025,TUBE-7B1-025,aggressive_pid,0.0,0.0,0.028,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-025,TUBE-7B1-025,balanced_pid,0.081,0.069,0.049,1.138,0.885,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-025,TUBE-7B1-025,conservative_pid,4.163,3.818,2.625,11.836,10.179,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-026,TUBE-7B1-026,aggressive_pid,0.021,0.042,0.027,0.271,0.602,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-026,TUBE-7B1-026,balanced_pid,0.097,0.093,0.048,1.354,1.023,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-026,TUBE-7B1-026,conservative_pid,5.047,3.711,2.561,12.533,9.936,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-027,TUBE-7B1-027,aggressive_pid,0.016,0.031,0.028,0.216,0.432,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-027,TUBE-7B1-027,balanced_pid,0.025,0.054,0.05,0.258,0.551,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-027,TUBE-7B1-027,conservative_pid,3.11,4.166,2.665,8.138,9.094,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-028,TUBE-7B1-028,aggressive_pid,0.042,0.029,0.027,0.598,0.412,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-028,TUBE-7B1-028,balanced_pid,0.056,0.075,0.048,0.775,0.915,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-028,TUBE-7B1-028,conservative_pid,4.307,4.392,2.577,10.239,9.516,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-029,TUBE-7B1-029,aggressive_pid,0.003,0.04,0.028,0.044,0.529,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-029,TUBE-7B1-029,balanced_pid,0.058,0.059,0.049,0.819,0.686,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-029,TUBE-7B1-029,conservative_pid,4.141,3.985,2.615,10.895,9.392,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-030,TUBE-7B1-030,aggressive_pid,0.005,0.014,0.029,0.064,0.193,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-030,TUBE-7B1-030,balanced_pid,0.034,0.033,0.05,0.447,0.404,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-030,TUBE-7B1-030,conservative_pid,3.241,3.467,2.704,10.324,9.333,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-031,TUBE-7B1-031,aggressive_pid,0.006,0.014,0.027,0.091,0.196,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-031,TUBE-7B1-031,balanced_pid,0.035,0.064,0.048,0.49,0.904,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-031,TUBE-7B1-031,conservative_pid,5.346,3.222,2.564,12.134,8.805,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-032,TUBE-7B1-032,aggressive_pid,0.007,0.012,0.028,0.103,0.164,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-032,TUBE-7B1-032,balanced_pid,0.071,0.081,0.05,0.861,0.861,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-032,TUBE-7B1-032,conservative_pid,3.432,3.762,2.676,8.958,8.388,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-033,TUBE-7B1-033,aggressive_pid,0.0,0.0,0.028,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-033,TUBE-7B1-033,balanced_pid,0.008,0.086,0.049,0.084,0.964,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-033,TUBE-7B1-033,conservative_pid,4.363,3.568,2.631,10.935,9.041,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-034,TUBE-7B1-034,aggressive_pid,0.04,0.003,0.029,0.547,0.04,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-034,TUBE-7B1-034,balanced_pid,0.083,0.078,0.051,1.114,0.926,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-034,TUBE-7B1-034,conservative_pid,3.402,3.04,2.722,10.814,9.02,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-035,TUBE-7B1-035,aggressive_pid,0.065,0.003,0.027,0.692,0.031,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-035,TUBE-7B1-035,balanced_pid,0.124,0.011,0.047,1.152,0.144,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-035,TUBE-7B1-035,conservative_pid,6.454,0.494,2.534,11.846,1.402,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,aggressive_pid,0.014,0.01,0.027,0.205,0.147,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,balanced_pid,0.085,0.051,0.048,1.026,0.736,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,conservative_pid,5.602,2.325,2.58,10.882,6.811,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,aggressive_pid,0.062,0.02,0.027,0.659,0.286,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,balanced_pid,0.111,0.028,0.047,1.126,0.371,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,conservative_pid,6.119,1.981,2.54,11.276,4.896,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,aggressive_pid,0.021,0.003,0.028,0.21,0.044,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,balanced_pid,0.076,0.016,0.05,1.035,0.222,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,conservative_pid,5.071,0.624,2.672,10.795,2.052,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,aggressive_pid,0.0,0.0,0.028,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,balanced_pid,0.086,0.006,0.049,0.964,0.084,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,conservative_pid,5.512,0.629,2.638,12.053,2.222,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,aggressive_pid,0.065,0.017,0.027,0.65,0.247,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,balanced_pid,0.131,0.048,0.047,1.157,0.687,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,conservative_pid,5.973,2.196,2.546,11.234,6.427,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,aggressive_pid,0.06,0.008,0.027,0.638,0.102,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,balanced_pid,0.115,0.035,0.047,1.258,0.512,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,conservative_pid,6.237,1.883,2.531,11.642,4.743,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,aggressive_pid,0.0,0.0,0.028,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,balanced_pid,0.128,0.008,0.049,1.219,0.081,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,conservative_pid,5.481,0.349,2.638,11.425,0.925,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,aggressive_pid,0.051,0.003,0.028,0.62,0.04,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,balanced_pid,0.093,0.005,0.048,1.263,0.05,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,conservative_pid,5.871,0.339,2.602,12.258,1.012,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,aggressive_pid,0.04,0.018,0.026,0.432,0.273,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,balanced_pid,0.096,0.022,0.046,1.201,0.303,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,conservative_pid,6.434,2.966,2.463,11.243,6.923,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,aggressive_pid,0.048,0.012,0.027,0.652,0.131,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,balanced_pid,0.102,0.047,0.048,1.116,0.657,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,conservative_pid,5.847,2.239,2.558,10.75,6.087,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,aggressive_pid,0.042,0.004,0.027,0.611,0.064,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,balanced_pid,0.089,0.018,0.047,1.019,0.193,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,conservative_pid,6.311,1.941,2.522,11.648,4.47,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,aggressive_pid,0.044,0.006,0.028,0.556,0.079,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,balanced_pid,0.062,0.011,0.049,0.721,0.115,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,conservative_pid,5.353,0.831,2.645,11.278,2.667,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,aggressive_pid,0.024,0.008,0.028,0.336,0.117,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,balanced_pid,0.081,0.024,0.049,0.933,0.324,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,conservative_pid,5.751,0.863,2.612,12.108,3.037,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,aggressive_pid,0.0,0.0,0.027,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,balanced_pid,0.109,0.046,0.047,1.172,0.593,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,conservative_pid,6.13,2.337,2.525,10.989,5.77,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,aggressive_pid,0.041,0.015,0.027,0.603,0.219,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,balanced_pid,0.071,0.025,0.047,0.764,0.261,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,conservative_pid,6.378,2.143,2.508,11.741,4.258,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,aggressive_pid,0.038,0.014,0.028,0.49,0.193,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,balanced_pid,0.131,0.035,0.048,1.138,0.394,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,conservative_pid,5.668,1.333,2.605,11.836,3.817,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,aggressive_pid,0.023,0.006,0.027,0.271,0.091,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
